2024 Spring-Summer IREAD-3 Results,,,,,,,
"Proficiency rates reflect best Spring/Summer result of first-time third grade cohort, including previous year 2nd grade proficient results",,,,,,,
Public/Nonpublic,Corp Id,Corp Name,Sch Id,Sch Name,IREAD PASS N,IREAD TEST N,IREAD Pass%
Public,5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,34,40,85.0%
Public,5455,Culver Community Schools Corp,5928,Culver Elementary School,53,61,86.9%
Public,5470,Argos Community Schools,5936,Argos Community Elementary,50,56,89.3%
Public,5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,81,98,82.7%
Public,5485,Plymouth Community School Corp,5933,Menominee Elementary School,51,66,77.3%
Public,5485,Plymouth Community School Corp,5961,Jefferson Elementary School,36,50,72.0%
Public,5485,Plymouth Community School Corp,5965,Washington Discovery Academy,32,48,66.7%
Public,5485,Plymouth Community School Corp,5969,Webster Elementary School,58,64,90.6%
Public,5495,Triton School Corporation,5922,Triton Elementary School,64,75,85.3%
Public,5520,Shoals Community School Corp,5989,Shoals Community Elementary School,21,31,67.7%
Public,5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,50,65,76.9%
Public,5615,Maconaquah School Corp,6035,Maconaquah Elementary School,107,137,78.1%
Public,5620,North Miami Community Schools,6051,North Miami Elementary School,45,47,95.7%
Public,5625,Oak Hill United School Corp,6073,Converse Elementary School,61,61,100.0%
Public,5625,Oak Hill United School Corp,6081,Sweetser Elementary School,44,53,83.0%
Public,5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,44,64,68.8%
Public,5635,Peru Community Schools,6097,Elmwood Primary Learning Center,62,62,100.0%
Public,5705,Richland-Bean Blossom C S C,6151,Edgewood Primary School,112,112,100.0%
Public,5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,86,107,80.4%
Public,5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,29,32,90.6%
Public,5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,46,50,92.0%
Public,5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,40,52,76.9%
Public,5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,33,47,70.2%
Public,5740,Monroe County Community Sch Corp,6164,Summit Elementary School,65,83,78.3%
Public,5740,Monroe County Community Sch Corp,6173,Binford Elementary School,90,96,93.8%
Public,5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,24,31,77.4%
Public,5740,Monroe County Community Sch Corp,6187,Childs Elementary School,67,70,95.7%
Public,5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,35,46,76.1%
Public,5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,44,62,71.0%
Public,5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,35,37,94.6%
Public,5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,32,49,65.3%
Public,5740,Monroe County Community Sch Corp,6226,University Elementary School,56,62,90.3%
Public,5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,33,46,71.7%
Public,5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,36,43,83.7%
Public,5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,45,51,88.2%
Public,5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,26,26,100.0%
Public,5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,23,25,92.0%
Public,5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,74,78,94.9%
Public,5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,141,175,80.6%
Public,5900,Monroe-Gregg School District,6323,Monrovia Elementary School,102,122,83.6%
Public,5910,Eminence Community School Corp,6327,Eminence Elementary School,15,17,88.2%
Public,5925,MSD Martinsville Schools,6309,Green Township Elementary School,24,27,88.9%
Public,5925,MSD Martinsville Schools,6337,Brooklyn STEM Academy,37,40,92.5%
Public,5925,MSD Martinsville Schools,6341,Centerton Elementary School,21,24,87.5%
Public,5925,MSD Martinsville Schools,6344,South Elementary School of Communications,50,55,90.9%
Public,5925,MSD Martinsville Schools,6349,Charles L Smith Fine Arts Academy,60,70,85.7%
Public,5925,MSD Martinsville Schools,6357,Paragon Elementary School,34,36,94.4%
Public,5925,MSD Martinsville Schools,6361,Poston Road Elementary School,33,45,73.3%
Public,5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,53,68,77.9%
Public,5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,39,42,92.9%
Public,5930,Mooresville Con School Corp,6385,North Madison Elementary School,90,98,91.8%
Public,5930,Mooresville Con School Corp,6387,Northwood Elementary School,52,61,85.2%
Public,5930,Mooresville Con School Corp,6393,Waverly Elementary School,37,41,90.2%
Public,5945,North Newton School Corp,6397,Morocco Elementary School,17,17,100.0%
Public,5945,North Newton School Corp,6405,Lake Village Elementary School,20,22,90.9%
Public,5945,North Newton School Corp,6409,Lincoln Elementary School,34,42,81.0%
Public,5995,South Newton School Corp,6431,South Newton Elementary School,67,76,88.2%
Public,6055,Central Noble Com School Corp,6454,Central Noble Elementary School,57,85,67.1%
Public,6060,East Noble School Corporation,6457,Avilla Elementary School,64,77,83.1%
Public,6060,East Noble School Corporation,6465,Rome City Elementary School,26,30,86.7%
Public,6060,East Noble School Corporation,6477,North Side Elementary School,37,44,84.1%
Public,6060,East Noble School Corporation,6478,South Side Elementary School,27,50,54.0%
Public,6060,East Noble School Corporation,6485,Wayne Center Elem School,55,65,84.6%
Public,6065,West Noble School Corporation,6510,West Noble Elementary School,118,172,68.6%
Public,6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,39,54,72.2%
Public,6145,Orleans Community Schools,6577,Orleans Elementary School,52,63,82.5%
Public,6155,Paoli Community School Corp,6587,Throop Elementary School,94,106,88.7%
Public,6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,42,46,91.3%
Public,6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,14,19,73.7%
Public,6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,20,21,95.2%
Public,6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,59,66,89.4%
Public,6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,52,53,98.1%
Public,6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,44,47,93.6%
Public,6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,17,22,77.3%
Public,6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,88,91,96.7%
Public,6340,Cannelton City Schools,6733,Cannelton Elementary & High School,10,12,83.3%
Public,6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,88,97,90.7%
Public,6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,42,55,76.4%
Public,6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,39,41,95.1%
Public,6445,Pike County School Corp,6808,Winslow Elementary School,28,36,77.8%
Public,6445,Pike County School Corp,6809,Petersburg Elementary School,62,66,93.9%
Public,6455,Porter County Education Services,6811,Porter County Education Services,***,1,***
Public,6460,MSD Boone Township,6815,Hebron Elementary School,62,69,89.9%
Public,6470,Duneland School Corporation,6817,Jackson Elementary School,62,63,98.4%
Public,6470,Duneland School Corporation,6819,Brummitt Elementary School,75,81,92.6%
Public,6470,Duneland School Corporation,6823,Liberty Elementary School,80,87,92.0%
Public,6470,Duneland School Corporation,6928,Bailly Elementary School,86,94,91.5%
Public,6470,Duneland School Corporation,6941,Newton Yost Elementary School,74,80,92.5%
Public,6510,East Porter County School Corp,6828,Morgan Township Elementary School,55,59,93.2%
Public,6510,East Porter County School Corp,6835,Kouts Elementary School,47,49,95.9%
Public,6510,East Porter County School Corp,6852,Washington Twp Elementary School,63,80,78.8%
Public,6520,Porter Township School Corp,6840,Porter Lakes Elementary School,87,92,94.6%
Public,6530,Union Township School Corp,6845,Union Center Elementary School,60,64,93.8%
Public,6530,Union Township School Corp,6846,John Simatovich Elementary School,40,42,95.2%
Public,6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,59,81,72.8%
Public,6550,Portage Township Schools,6861,Crisman Elementary School,47,59,79.7%
Public,6550,Portage Township Schools,6865,Central Elementary School,41,62,66.1%
Public,6550,Portage Township Schools,6869,Ethel R Jones Elementary School,49,61,80.3%
Public,6550,Portage Township Schools,6874,Rowena Kyle Elementary School,74,86,86.0%
Public,6550,Portage Township Schools,6876,Paul Saylor Elementary School,34,43,79.1%
Public,6550,Portage Township Schools,6877,George L Myers Elementary School,39,50,78.0%
Public,6550,Portage Township Schools,6879,South Haven Elementary School,39,47,83.0%
Public,6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,38,40,95.0%
Public,6560,Valparaiso Community Schools,6891,Central Elementary School,22,23,95.7%
Public,6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,91,95,95.8%
Public,6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,69,77,89.6%
Public,6560,Valparaiso Community Schools,6903,Heavilin Elementary School,77,81,95.1%
Public,6560,Valparaiso Community Schools,6913,Memorial Elementary School,84,86,97.7%
Public,6560,Valparaiso Community Schools,6917,Northview Elementary School,45,49,91.8%
Public,6560,Valparaiso Community Schools,6921,Parkview Elementary School,31,33,93.9%
Public,6590,MSD Mount Vernon,6961,West Elementary School,47,54,87.0%
Public,6590,MSD Mount Vernon,6965,Farmersville Elementary School,40,45,88.9%
Public,6590,MSD Mount Vernon,6969,Marrs Elementary School,50,51,98.0%
Public,6600,MSD North Posey Co Schools,6985,North Elementary School,46,48,95.8%
Public,6600,MSD North Posey Co Schools,6989,South Terrace Elementary,47,49,95.9%
Public,6620,Eastern Pulaski Community Sch Corp,6994,Eastern Pulaski Elementary School,63,73,86.3%
Public,6630,West Central School Corp,7027,West Central Elementary School,38,51,74.5%
Public,6705,South Putnam Community Schools,7055,Central Elementary School,36,45,80.0%
Public,6705,South Putnam Community Schools,7057,Fillmore Elementary School,18,18,100.0%
Public,6715,North Putnam Community Schools,7041,Bainbridge Elementary School,42,53,79.2%
Public,6715,North Putnam Community Schools,7045,Roachdale Elementary School,29,31,93.5%
Public,6750,Cloverdale Community Schools,7079,Cloverdale Distance Learning Academy,150,184,81.5%
Public,6750,Cloverdale Community Schools,7082,Cloverdale Elementary School,64,71,90.1%
Public,6755,Greencastle Community School Corp,7102,Tzouanakis Intermediate School,112,140,80.0%
Public,6795,Union School Corporation,7117,Union Elementary School,12,16,75.0%
Public,6795,Union School Corporation,7122,Indiana Digital Elementary,110,260,42.3%
Public,6805,Randolph Southern School Corp,7113,Randolph Southern Elementary Sch,33,42,78.6%
Public,6820,Monroe Central School Corp,7152,Monroe Central Elementary School,85,93,91.4%
Public,6825,Randolph Central School Corp,7145,Willard Elementary School,68,82,82.9%
Public,6825,Randolph Central School Corp,7146,Deerfield Elementary School,34,36,94.4%
Public,6835,Randolph Eastern School Corp,7164,North Side Elementary School,47,60,78.3%
Public,6865,South Ripley Com Sch Corp,7178,South Ripley Elementary School,60,61,98.4%
Public,6895,Batesville Community School Corp,7218,Batesville Primary School,87,87,100.0%
Public,6895,Batesville Community School Corp,7229,Batesville Intermediate School,69,73,94.5%
Public,6900,Jac-Cen-Del Community Sch Corp,7203,Jac-Cen-Del Elementary School,50,54,92.6%
Public,6910,Milan Community Schools,7209,Milan Elementary School,59,72,81.9%
Public,6995,Rush County Schools,7233,Milroy Elementary School,12,16,75.0%
Public,6995,Rush County Schools,7253,Arlington Elementary School,20,22,90.9%
Public,6995,Rush County Schools,7271,Rushville Elementary School,58,70,82.9%
Public,6995,Rush County Schools,7272,Rushville Elementary School West,18,18,100.0%
Public,7150,John Glenn School Corporation,7456,North Liberty School,68,73,93.2%
Public,7150,John Glenn School Corporation,7457,Walkerton Elementary School,82,85,96.5%
Public,7175,Penn-Harris-Madison School Corp,7323,Walt Disney Elementary School,64,87,73.6%
Public,7175,Penn-Harris-Madison School Corp,7324,Prairie Vista Elementary School,86,88,97.7%
Public,7175,Penn-Harris-Madison School Corp,7329,Mary Frank Harris Elementary Sch,64,68,94.1%
Public,7175,Penn-Harris-Madison School Corp,7341,Madison Elementary School,17,22,77.3%
Public,7175,Penn-Harris-Madison School Corp,7361,Elm Road Elementary School,58,75,77.3%
Public,7175,Penn-Harris-Madison School Corp,7365,Elsie Rogers Elementary School,55,64,85.9%
Public,7175,Penn-Harris-Madison School Corp,7377,Moran Elementary School,64,75,85.3%
Public,7175,Penn-Harris-Madison School Corp,7379,Bittersweet Elementary School,68,80,85.0%
Public,7175,Penn-Harris-Madison School Corp,7383,Horizon Elementary School,101,106,95.3%
Public,7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,58,77,75.3%
Public,7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,104,109,95.4%
Public,7200,School City of Mishawaka,7459,Fred J Hums Elementary School,48,53,90.6%
Public,7200,School City of Mishawaka,7469,Battell Elementary School,35,44,79.5%
Public,7200,School City of Mishawaka,7473,Beiger Elementary School,50,60,83.3%
Public,7200,School City of Mishawaka,7478,Liberty Elementary School,47,64,73.4%
Public,7200,School City of Mishawaka,7481,Emmons Elementary School,42,59,71.2%
Public,7200,School City of Mishawaka,7485,Lasalle Elementary School,46,67,68.7%
